,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
11268,Cash Back,Letter,Low,1,No,Low,2,2,6,Yes,1085.0,379.0,755.0,1083.0,2123.0,No
16810,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,886.0,1648.0,1148.0,590.0,158.0,No
11776,Air Miles,Letter,High,2,No,High,1,1,4,Yes,916.75,503.0,1037.0,1381.0,746.0,No
16828,Points,Letter,Medium,1,No,High,1,1,4,Yes,1166.0,200.0,963.0,1700.0,1801.0,No
5821,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,1104.5,1829.0,1492.0,902.0,195.0,No
6311,Air Miles,Letter,Medium,1,No,High,3,1,5,Yes,1173.25,1170.0,1508.0,1437.0,578.0,No
6099,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1034.25,1779.0,1470.0,608.0,280.0,No
7819,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1549.25,1187.0,1473.0,2246.0,1291.0,No
1751,Cash Back,Letter,High,1,No,High,2,3,5,Yes,780.75,893.0,937.0,662.0,631.0,No
4830,Cash Back,Letter,High,1,No,Low,2,1,6,Yes,1718.0,1840.0,1921.0,1603.0,1508.0,No
1222,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1275.5,794.0,1333.0,889.0,2086.0,No
3426,Points,Postcard,Low,1,Yes,Low,1,1,2,No,1054.0,1743.0,1413.0,652.0,408.0,No
12184,Points,Letter,High,1,No,Low,1,2,3,Yes,1293.25,2103.0,1722.0,1124.0,224.0,No
6336,Points,Postcard,Medium,2,No,High,3,1,4,Yes,1329.25,977.0,1463.0,1572.0,1305.0,No
14051,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1162.75,1048.0,780.0,1165.0,1658.0,No
12509,Points,Letter,High,2,No,Low,2,1,3,Yes,1125.0,313.0,1063.0,1935.0,1189.0,Yes
11758,Points,Postcard,High,1,No,Low,2,2,3,Yes,949.0,318.0,454.0,1557.0,1467.0,No
15833,Air Miles,Postcard,Low,1,Yes,Medium,3,1,4,No,1167.25,585.0,822.0,1449.0,1813.0,No
7019,Points,Letter,High,1,Yes,Medium,1,1,4,No,229.25,323.0,5.0,380.0,209.0,No
9966,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,664.5,658.0,884.0,593.0,523.0,No
8687,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,254.25,298.0,85.0,378.0,256.0,No
10116,Points,Letter,Medium,2,No,High,2,1,5,Yes,917.5,1175.0,430.0,1493.0,572.0,No
3195,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1123.0,751.0,576.0,1064.0,2101.0,No
8910,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,1105.5,82.0,700.0,1596.0,2044.0,No
7253,Air Miles,Letter,Low,1,Yes,Medium,2,2,4,No,1140.25,1505.0,1490.0,1399.0,167.0,No
14101,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,930.0,1480.0,1139.0,472.0,629.0,No
229,Points,Postcard,Medium,1,No,High,3,1,4,No,1006.0,310.0,1456.0,1850.0,408.0,No
11988,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,1271.75,805.0,1789.0,1905.0,588.0,No
13386,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1193.25,1000.0,932.0,938.0,1903.0,No
15795,Cash Back,Letter,Low,1,No,High,2,2,4,Yes,1403.5,963.0,1254.0,2187.0,1210.0,Yes
8256,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,784.75,993.0,546.0,854.0,746.0,No
14909,Cash Back,Letter,Medium,2,Yes,Low,2,1,1,Yes,1216.5,1694.0,1062.0,1259.0,851.0,Yes
9734,Points,Letter,High,1,Yes,Low,3,1,3,Yes,931.0,205.0,755.0,1519.0,1245.0,No
15559,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,955.5,1580.0,1259.0,544.0,439.0,No
8081,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,980.25,673.0,941.0,829.0,1478.0,Yes
13936,Points,Letter,Low,1,No,High,2,1,4,Yes,918.5,151.0,748.0,1182.0,1593.0,No
8258,Points,Letter,Low,1,No,High,2,1,4,No,306.75,457.0,308.0,235.0,227.0,No
15741,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1102.0,731.0,1276.0,1897.0,504.0,No
17333,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,989.25,267.0,1544.0,1215.0,931.0,No
17916,Cash Back,Letter,Low,1,Yes,High,1,2,3,No,163.25,265.0,46.0,280.0,62.0,No
7044,Cash Back,Letter,High,1,Yes,High,1,1,3,Yes,197.25,63.0,132.0,325.0,269.0,No
1926,Points,Postcard,Low,1,No,Medium,3,1,2,Yes,906.75,1682.0,1128.0,789.0,28.0,No
15919,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,360.75,314.0,410.0,275.0,444.0,No
11050,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,213.0,292.0,21.0,310.0,229.0,No
6515,Cash Back,Postcard,Low,1,Yes,Medium,2,1,2,Yes,1028.75,1619.0,1230.0,926.0,340.0,Yes
12276,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1125.0,1869.0,999.0,1319.0,313.0,No
5687,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,864.25,98.0,421.0,1485.0,1453.0,No
17687,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1270.0,540.0,1181.0,1335.0,2024.0,Yes
11690,Cash Back,Postcard,High,1,No,Low,2,1,4,No,263.0,338.0,229.0,22.0,463.0,No
8544,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,1091.75,1958.0,1220.0,998.0,191.0,No
5504,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,816.5,904.0,896.0,801.0,665.0,No
13876,Air Miles,Letter,High,1,Yes,High,3,1,4,No,896.75,283.0,1268.0,1115.0,921.0,No
4020,Cash Back,Letter,Low,1,Yes,High,2,1,4,Yes,1504.75,1083.0,1683.0,1549.0,1704.0,No
655,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1376.25,804.0,1283.0,1340.0,2078.0,No
2001,Air Miles,Letter,Medium,2,No,High,2,2,3,No,175.0,7.0,246.0,25.0,422.0,No
13800,Points,Letter,Low,1,No,High,1,2,2,Yes,1024.75,1787.0,1338.0,579.0,395.0,No
8701,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1158.25,369.0,1453.0,2096.0,715.0,No
16094,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,1219.0,536.0,1704.0,1579.0,1057.0,No
17578,Points,Letter,Medium,1,No,Medium,3,1,3,No,948.0,1540.0,1289.0,780.0,183.0,No
3466,Air Miles,Letter,Medium,2,Yes,Low,2,1,3,No,1221.25,1469.0,1397.0,1275.0,744.0,No
4821,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1195.25,303.0,844.0,1487.0,2147.0,No
5678,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1151.75,321.0,1687.0,1367.0,1232.0,No
8456,Points,Postcard,Medium,2,No,Medium,1,1,4,No,211.25,398.0,72.0,303.0,72.0,No
13709,Cash Back,Letter,High,1,No,Medium,1,1,3,No,695.75,623.0,531.0,899.0,730.0,No
5574,Cash Back,Postcard,Low,1,No,High,3,1,4,No,889.5,125.0,1003.0,1732.0,698.0,No
3290,Points,Letter,Low,1,No,Low,1,1,1,Yes,1076.5,403.0,1341.0,1357.0,1205.0,No
11419,Cash Back,Letter,Low,1,No,Medium,1,1,3,Yes,997.75,313.0,1176.0,1256.0,1246.0,No
2580,Points,Letter,Medium,1,No,Low,2,1,4,Yes,200.0,113.0,461.0,156.0,70.0,No
868,Points,Postcard,Medium,1,No,Medium,3,1,2,Yes,906.5,196.0,1132.0,1327.0,971.0,No
12616,Cash Back,Letter,High,2,Yes,High,2,1,3,No,1274.75,1025.0,1304.0,1483.0,1287.0,No
15985,Points,Letter,High,1,No,Medium,2,2,3,Yes,1204.0,570.0,1358.0,1601.0,1287.0,No
10086,Cash Back,Postcard,Low,1,No,High,1,1,3,No,1060.75,672.0,1030.0,918.0,1623.0,No
5529,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1067.75,1842.0,1345.0,668.0,416.0,No
16598,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1501.25,1078.0,1352.0,1706.0,1869.0,No
12766,Points,Postcard,Medium,1,No,Medium,1,2,2,No,1010.0,1620.0,1456.0,867.0,97.0,Yes
14036,Air Miles,Letter,High,1,No,High,2,1,4,Yes,222.75,244.0,373.0,255.0,19.0,No
10548,Points,Letter,Medium,1,No,Low,2,1,3,No,865.75,322.0,791.0,1140.0,1210.0,No
4366,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,1001.25,119.0,1310.0,1950.0,626.0,No
9717,Points,Letter,Medium,1,No,High,2,1,3,Yes,1232.5,1114.0,614.0,1685.0,1517.0,No
9753,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1006.0,356.0,926.0,1518.0,1224.0,Yes
8163,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,668.25,612.0,889.0,597.0,575.0,No
961,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,319.5,439.0,391.0,388.0,60.0,No
4825,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1316.75,2105.0,1631.0,1152.0,379.0,No
12177,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,1248.0,2118.0,1683.0,727.0,464.0,No
5321,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,280.0,407.0,498.0,167.0,48.0,No
2107,Points,Letter,High,1,No,Medium,1,1,5,No,721.75,652.0,542.0,943.0,750.0,No
8116,Air Miles,Letter,High,2,No,High,1,2,4,No,1106.75,1989.0,971.0,903.0,564.0,No
17283,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1209.25,864.0,1199.0,1910.0,864.0,No
4905,Points,Letter,Low,1,No,Medium,2,1,5,No,1116.75,150.0,1241.0,1735.0,1341.0,Yes
12520,Cash Back,Postcard,High,2,No,High,1,1,3,Yes,774.5,823.0,649.0,639.0,987.0,No
772,Cash Back,Letter,Low,2,No,High,1,1,3,Yes,968.75,313.0,828.0,1247.0,1487.0,No
11540,Points,Letter,Medium,2,No,Low,2,1,3,Yes,687.25,526.0,685.0,716.0,822.0,No
11267,Cash Back,Letter,Low,2,No,High,1,1,2,No,747.5,929.0,604.0,829.0,628.0,No
8684,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,955.75,1403.0,1396.0,626.0,398.0,No
14694,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,777.5,829.0,569.0,939.0,773.0,No
9917,Points,Postcard,Medium,2,Yes,Medium,3,1,6,No,1350.5,2182.0,1658.0,1296.0,266.0,No
7005,Points,Letter,High,2,Yes,Medium,1,2,4,Yes,999.0,1535.0,1474.0,532.0,455.0,No
11520,Cash Back,Postcard,Low,1,No,Medium,3,3,5,No,1548.25,873.0,1789.0,2054.0,1477.0,No
17777,Air Miles,Postcard,Low,1,No,Medium,1,2,2,Yes,702.5,764.0,963.0,532.0,551.0,No
12002,Points,Letter,High,1,No,Low,1,1,3,Yes,1114.75,75.0,1397.0,1472.0,1515.0,No
12880,Air Miles,Letter,Medium,1,No,High,2,2,5,No,990.0,1622.0,1080.0,797.0,461.0,No
11827,Cash Back,Letter,Medium,1,No,High,2,2,3,No,835.5,781.0,657.0,969.0,935.0,No
4423,Cash Back,Postcard,Medium,2,No,Low,2,1,4,No,873.25,73.0,630.0,1341.0,1449.0,No
15429,Cash Back,Postcard,Low,1,Yes,High,2,1,2,Yes,259.0,305.0,161.0,354.0,216.0,No
15350,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,913.25,1504.0,1273.0,766.0,110.0,Yes
9949,Air Miles,Letter,High,1,Yes,Low,1,2,5,Yes,962.75,805.0,479.0,1158.0,1409.0,No
13860,Points,Letter,Medium,1,No,Low,1,1,5,No,1132.75,987.0,767.0,1048.0,1729.0,No
16194,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,923.5,289.0,1348.0,1435.0,622.0,No
13467,Air Miles,Letter,Low,1,No,Medium,1,2,6,Yes,781.0,855.0,901.0,837.0,531.0,No
2858,Points,Postcard,Low,1,No,High,2,1,5,Yes,293.25,70.0,204.0,460.0,439.0,No
17886,Cash Back,Letter,Medium,1,Yes,High,1,2,6,No,1309.5,807.0,1155.0,2190.0,1086.0,No
10798,Cash Back,Postcard,Low,2,No,High,2,1,2,Yes,1199.5,1649.0,1517.0,1186.0,446.0,No
17594,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1267.75,1924.0,1454.0,837.0,856.0,No
3533,Air Miles,Letter,High,1,No,Medium,3,1,4,No,765.5,959.0,705.0,584.0,814.0,No
3331,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,923.0,752.0,447.0,1080.0,1413.0,No
7872,Cash Back,Letter,Medium,1,No,High,1,2,4,No,1106.25,800.0,1016.0,983.0,1626.0,No
6344,Points,Letter,Medium,1,No,High,2,1,5,No,1025.75,1577.0,1276.0,959.0,291.0,No
11847,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,977.75,895.0,430.0,892.0,1694.0,No
1638,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,No,1415.5,1967.0,1528.0,1260.0,907.0,No
16425,Air Miles,Postcard,Low,1,No,Low,3,1,3,No,873.0,1479.0,1086.0,554.0,373.0,Yes
9506,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,1005.25,1386.0,1213.0,876.0,546.0,No
7408,Air Miles,Postcard,High,1,No,High,1,1,5,Yes,1082.5,1546.0,1485.0,561.0,738.0,No
4950,Points,Postcard,Low,1,No,Low,2,1,2,Yes,935.0,1249.0,1442.0,988.0,61.0,No
5383,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1257.75,2191.0,1484.0,500.0,856.0,No
2895,Air Miles,Postcard,High,2,No,High,2,2,3,Yes,1069.5,1911.0,1383.0,696.0,288.0,No
10272,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1044.75,1854.0,1271.0,758.0,296.0,No
5540,Points,Postcard,Medium,1,No,High,2,1,1,No,1010.5,1889.0,1462.0,662.0,29.0,No
11051,Cash Back,Letter,Medium,1,No,Low,2,1,5,Yes,937.5,1835.0,1018.0,820.0,77.0,No
14480,Points,Postcard,High,1,No,High,2,1,2,Yes,257.75,482.0,63.0,96.0,390.0,No
10486,Points,Postcard,Medium,1,No,High,1,2,3,Yes,813.25,1453.0,992.0,596.0,212.0,No
14780,Air Miles,Postcard,Low,1,No,High,2,1,4,No,905.25,1619.0,1236.0,578.0,188.0,No
7542,Air Miles,Postcard,Low,2,Yes,Low,2,2,5,Yes,210.75,339.0,14.0,58.0,432.0,No
3342,Points,Postcard,Medium,1,No,High,2,1,6,Yes,1075.5,1979.0,1196.0,829.0,298.0,No
3349,Cash Back,Letter,High,1,No,Low,1,1,2,No,844.75,1553.0,1204.0,615.0,7.0,No
9748,Air Miles,Postcard,Low,1,No,Medium,1,1,4,No,816.5,513.0,518.0,804.0,1431.0,No
2862,Points,Postcard,Medium,1,No,Low,1,1,4,No,1144.25,908.0,1115.0,1166.0,1388.0,No
5376,Points,Postcard,Low,1,No,Medium,2,2,3,Yes,1004.0,1739.0,1140.0,702.0,435.0,No
9765,Points,Postcard,Low,2,Yes,High,2,2,5,Yes,318.75,361.0,463.0,283.0,168.0,No
15614,Cash Back,Postcard,Medium,1,No,Medium,3,1,5,Yes,1434.75,794.0,1661.0,1659.0,1625.0,No
6639,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1104.75,1836.0,1472.0,771.0,340.0,No
4100,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,1219.25,816.0,867.0,1733.0,1461.0,No
6708,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1059.0,907.0,674.0,2060.0,595.0,No
11469,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1066.75,574.0,871.0,1991.0,831.0,Yes
2848,Cash Back,Letter,High,1,No,High,4,1,4,Yes,1334.75,1787.0,1527.0,1390.0,635.0,No
15612,Cash Back,Postcard,High,1,Yes,Low,1,1,3,No,1309.25,749.0,1800.0,1228.0,1460.0,No
4945,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1138.0,270.0,1817.0,1691.0,774.0,No
13125,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,No,1692.0,1694.0,1563.0,1816.0,1695.0,No
13533,Points,Postcard,Medium,2,Yes,High,1,1,6,Yes,985.75,1905.0,1130.0,892.0,16.0,No
2413,Points,Postcard,High,2,No,Medium,2,2,3,No,1007.0,1807.0,1224.0,954.0,43.0,No
582,Air Miles,Letter,Medium,2,No,Medium,3,1,3,No,1045.75,1592.0,1562.0,425.0,604.0,No
12,Points,Letter,Medium,1,No,Low,1,1,2,Yes,1150.5,1756.0,1402.0,969.0,475.0,No
15663,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,294.25,292.0,104.0,439.0,342.0,No
2522,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,907.5,990.0,961.0,766.0,913.0,No
5155,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,No,901.25,763.0,1083.0,1280.0,479.0,No
3090,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,1128.25,505.0,1208.0,2089.0,711.0,Yes
2074,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,988.75,1981.0,1061.0,864.0,49.0,No
9754,Points,Letter,Medium,2,No,Low,1,2,3,Yes,1226.0,1377.0,1772.0,1354.0,401.0,No
3965,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1167.75,746.0,1756.0,1380.0,789.0,No
2601,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1079.0,369.0,1165.0,2070.0,712.0,No
13327,Points,Letter,High,2,No,Low,2,2,4,No,226.75,301.0,164.0,248.0,194.0,No
17121,Points,Postcard,High,2,Yes,Medium,2,1,3,No,1109.5,118.0,1423.0,1534.0,1363.0,No
7240,Cash Back,Postcard,Low,2,No,Low,2,1,2,No,1154.0,780.0,522.0,1381.0,1933.0,No
15959,Points,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,891.25,30.0,976.0,1255.0,1304.0,No
9341,Cash Back,Letter,High,1,No,High,1,2,2,Yes,1058.25,1246.0,1424.0,1368.0,195.0,No
15771,Cash Back,Letter,Medium,2,No,Low,3,1,4,No,684.75,528.0,886.0,622.0,703.0,No
17575,Points,Postcard,Medium,1,No,Low,2,3,4,Yes,979.5,1650.0,839.0,498.0,931.0,No
17371,Points,Postcard,Medium,2,No,Medium,2,1,4,Yes,628.25,508.0,850.0,520.0,635.0,No
12997,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,1124.0,881.0,669.0,1339.0,1607.0,No
1153,Air Miles,Postcard,Medium,2,No,High,1,2,4,Yes,952.0,1752.0,1167.0,615.0,274.0,No
6981,Cash Back,Postcard,Low,1,Yes,Medium,1,1,5,Yes,1095.5,1998.0,1114.0,773.0,497.0,No
13866,Air Miles,Postcard,High,1,No,High,1,1,2,Yes,770.75,223.0,617.0,824.0,1419.0,No
10783,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1016.25,1634.0,1203.0,896.0,332.0,No
10800,Points,Postcard,Medium,2,Yes,Medium,2,1,4,No,1159.0,371.0,1377.0,1427.0,1461.0,No
5960,Points,Letter,High,1,No,Medium,3,1,4,No,1007.5,105.0,1043.0,1329.0,1553.0,No
15284,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,907.25,1789.0,1154.0,543.0,143.0,No
17553,Air Miles,Letter,Low,2,No,Low,1,1,5,No,972.0,977.0,828.0,1366.0,717.0,No
4449,Points,Postcard,Medium,1,No,Medium,1,2,4,No,1199.5,1277.0,1612.0,959.0,950.0,Yes
17155,Points,Letter,Low,1,No,Medium,1,1,3,No,1823.25,1865.0,1752.0,1768.0,1908.0,No
6339,Cash Back,Letter,Medium,1,No,Low,3,1,2,Yes,1130.5,267.0,727.0,1520.0,2008.0,No
5984,Air Miles,Postcard,Low,1,Yes,High,3,1,5,No,1074.5,1952.0,815.0,919.0,612.0,No
12969,Air Miles,Postcard,Low,1,No,Medium,1,1,1,Yes,284.5,424.0,212.0,475.0,27.0,Yes
7278,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,952.75,604.0,403.0,1169.0,1635.0,Yes
17481,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,797.0,341.0,1081.0,1324.0,442.0,No
11028,Air Miles,Postcard,High,1,No,Low,3,1,3,Yes,668.25,500.0,873.0,576.0,724.0,No
2499,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,599.0,588.0,562.0,521.0,725.0,No
6066,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,171.25,31.0,150.0,386.0,118.0,No
6795,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,681.75,568.0,825.0,504.0,830.0,No
15521,Air Miles,Postcard,Low,1,No,Medium,2,2,5,Yes,900.75,708.0,980.0,934.0,981.0,No
10726,Points,Letter,Low,1,No,High,2,1,4,Yes,106.25,207.0,89.0,47.0,82.0,No
3826,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,178.5,250.0,194.0,28.0,242.0,No
16780,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,1236.75,2034.0,1265.0,987.0,661.0,No
17101,Points,Postcard,High,2,No,High,1,1,4,Yes,1155.0,457.0,516.0,1575.0,2072.0,No
4125,Cash Back,Postcard,Medium,2,No,Low,1,2,3,Yes,1001.25,1809.0,1219.0,966.0,11.0,No
13763,Points,Postcard,Medium,1,No,Medium,4,1,4,No,1045.5,1770.0,1263.0,678.0,471.0,No
2111,Air Miles,Letter,Medium,2,Yes,Medium,1,1,5,Yes,1039.5,1273.0,1456.0,438.0,991.0,No
2567,Air Miles,Letter,Medium,1,No,Low,1,2,2,No,849.25,70.0,1430.0,1420.0,477.0,Yes
2227,Air Miles,Letter,High,1,No,Low,1,1,2,No,1145.0,1951.0,1381.0,971.0,277.0,No
6026,Air Miles,Postcard,Low,1,No,High,2,1,3,No,958.75,1853.0,1006.0,975.0,1.0,No
15329,Points,Letter,Low,1,No,High,1,2,3,No,1045.75,931.0,1483.0,1349.0,420.0,No
1297,Points,Postcard,Medium,1,Yes,High,1,2,3,Yes,1070.5,1962.0,1207.0,787.0,326.0,No
10505,Points,Postcard,Medium,1,No,High,2,2,2,Yes,756.25,809.0,561.0,916.0,739.0,No
9491,Points,Postcard,High,1,No,Medium,1,2,3,No,737.5,588.0,543.0,891.0,928.0,No
1019,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,1471.25,402.0,1806.0,2069.0,1608.0,No
12270,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,1042.5,337.0,952.0,2134.0,747.0,No
12851,Points,Letter,Medium,1,Yes,Low,2,1,2,Yes,1162.75,1966.0,1393.0,827.0,465.0,No
16907,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1027.5,1532.0,1440.0,762.0,376.0,No
16213,Cash Back,Letter,Medium,1,No,Low,4,1,4,Yes,898.5,1549.0,1268.0,519.0,258.0,No
10457,Air Miles,Letter,Medium,1,No,Medium,3,1,4,No,1239.5,547.0,1050.0,2162.0,1199.0,No
764,Cash Back,Letter,Medium,1,No,High,2,1,4,No,198.0,365.0,69.0,110.0,248.0,No
13799,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1216.25,659.0,880.0,1555.0,1771.0,No
16999,Points,Letter,Medium,2,No,Low,1,2,3,Yes,1363.25,670.0,1225.0,2014.0,1544.0,No
11891,Air Miles,Letter,High,1,No,High,1,1,5,No,1072.75,1781.0,1336.0,766.0,408.0,No
10940,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,998.5,366.0,859.0,1084.0,1685.0,No
12841,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,342.25,440.0,280.0,298.0,351.0,No
8557,Points,Letter,Medium,1,No,Medium,2,2,4,Yes,723.5,535.0,924.0,831.0,604.0,No
9169,Points,Postcard,Medium,2,Yes,Low,2,1,5,No,759.5,765.0,699.0,608.0,966.0,No
1913,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,954.5,1504.0,1190.0,765.0,359.0,No
12595,Cash Back,Letter,Medium,1,Yes,High,1,1,4,No,1151.75,1992.0,1478.0,894.0,243.0,No
10175,Points,Letter,High,1,No,High,1,1,5,Yes,1277.25,701.0,1506.0,1533.0,1369.0,No
13324,Points,Letter,Low,2,No,Low,3,1,3,Yes,940.0,358.0,890.0,1318.0,1194.0,No
6087,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,946.25,893.0,521.0,1122.0,1249.0,No
3199,Cash Back,Letter,High,2,Yes,Medium,3,1,5,No,1186.25,703.0,415.0,1462.0,2165.0,No
12749,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1151.75,909.0,891.0,1490.0,1317.0,No
8936,Air Miles,Letter,Low,2,No,Medium,2,1,5,Yes,254.0,315.0,71.0,429.0,201.0,No
894,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,237.0,413.0,90.0,430.0,15.0,Yes
9326,Points,Letter,Low,1,No,Low,2,1,3,Yes,1035.5,1766.0,1453.0,831.0,92.0,No
12988,Points,Postcard,Medium,1,No,Low,1,1,3,No,743.0,233.0,525.0,1142.0,1072.0,Yes
13360,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1025.0,182.0,1318.0,1331.0,1269.0,No
5277,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,1165.0,766.0,1194.0,1717.0,983.0,No
17166,Points,Letter,Low,1,No,Medium,2,1,5,No,732.75,669.0,919.0,659.0,684.0,No
4446,Cash Back,Letter,High,2,No,Low,2,1,3,Yes,1382.0,1232.0,1213.0,1905.0,1178.0,No
11354,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,1346.25,625.0,1316.0,1873.0,1571.0,No
5614,Air Miles,Letter,Medium,2,No,Low,3,1,3,No,202.5,425.0,172.0,204.0,9.0,No
12405,Air Miles,Letter,Low,1,No,Medium,2,1,5,No,1487.75,823.0,1790.0,1984.0,1354.0,No
1242,Points,Letter,Medium,1,No,High,2,1,5,No,730.0,788.0,532.0,903.0,697.0,No
6995,Points,Postcard,Medium,1,No,Medium,2,1,2,No,1458.5,1244.0,793.0,2068.0,1729.0,No
481,Points,Letter,Medium,1,No,High,1,3,1,No,822.0,710.0,985.0,640.0,953.0,No
13941,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1430.25,498.0,1324.0,2218.0,1681.0,No
809,Points,Letter,Medium,2,No,High,2,1,1,Yes,1153.25,2077.0,886.0,1369.0,281.0,No
15189,Air Miles,Letter,Low,2,Yes,High,1,2,4,Yes,1191.75,1595.0,1720.0,457.0,995.0,No
1495,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,209.0,161.0,294.0,225.0,156.0,Yes
11091,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1188.5,181.0,1280.0,1471.0,1822.0,No
5533,Points,Letter,Low,1,No,Medium,2,1,5,Yes,709.25,556.0,991.0,615.0,675.0,No
5815,Cash Back,Postcard,Medium,1,Yes,Low,1,2,5,Yes,1080.5,28.0,1606.0,1996.0,692.0,No
12753,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1092.75,1825.0,1538.0,724.0,284.0,No
